"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,443.704598976852,447.76,448.28,471,449.5,NA,437.92,462.98,437.98,435.32,447.8675,443.704598976852,17.9668777074309,12.6089375897756,7.9565,3.79697162708814
"DREWBREES","Drew Brees","QB","NO",2,412.876691880523,410.6,422.42,411.6,418.08,NA,401.92,417.42,416.22,405.78,413.11,412.876691880523,24.7747250916361,6.83543498459107,4.9826,2.77710241445999
"AARONRODGERS","Aaron Rodgers","QB","GB",3,405.011359353006,421.46,423.26,429.62,415.42,NA,376.74,413.2,410.08,379.08,407.1825,405.011359353006,23.348667110963,19.9230231139755,6.0739,4.50210580226362
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",4,365.872142215395,393.82,399.28,355.24,376.3,NA,362.96,329.06,361.58,354.92,365.595,365.872142215395,48.7116794401866,22.7287049470802,7.0739,4.95147745363958
"NICKFOLES","Nick Foles","QB","PHI",5,357.546410679322,343.3,376.7,338.06,366.64,NA,367.3,368.3,359.94,354.74,359.1625,357.546410679322,66.920793068977,13.2553727651416,9.9152,4.08002716412083
"ANDREWLUCK","Andrew Luck","QB","IND",6,352.43833984927,370.58,346.36,335.34,352.46,NA,362,344.1,373,342.48,352.6,352.43833984927,54.4544818393869,13.8126277628222,9.3978,4.09490676047368
"TOMBRADY","Tom Brady","QB","NE",7,344.313624020921,353.42,371.28,317.58,NA,NA,347.5,323.84,352.68,352,344.534285714286,344.313624020921,72.9493502165945,18.5912770124158,9.0565,4.64791458508193
"MATTRYAN","Matt Ryan","QB","ATL",8,343.025103728766,370.98,348.64,323.68,352.48,NA,322.76,338.4,347.48,348.92,342.6825,343.025103728766,73.2344051982672,15.8242704638882,15.1543,4.94055828949923
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",9,339.903757421687,363.14,393.14,316.52,354.24,NA,348.4,331.22,350.54,314.14,345.6825,339.903757421687,87.4129623458847,25.9433788690459,11.9891,5.85788793662174
"TONYROMO","Tony Romo","QB","DAL",10,339.779683079201,363.94,346.28,327.06,NA,NA,322.54,322.16,353.68,340.98,338.82,339.779683079201,85.1934355214928,16.2768383498352,12.9565,4.76800220663881
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",11,338.788738389585,360.32,339.8,337.86,352.2,NA,318.96,324.88,355.2,334.48,339.9675,338.788738389585,70.018127290903,14.6260879937186,11.4891,4.41230356350066
"CAMNEWTON","Cam Newton","QB","CAR",12,336.145878033662,342.94,334.1,336.3,340.62,NA,344.36,349.2,358.14,312.84,339.2725,336.145878033662,77.7915361546151,13.2429040298137,17.5543,4.87196963046993
"JAYCUTLER","Jay Cutler","QB","CHI",13,327.525420833131,356.98,336.68,307.72,NA,NA,328.84,312.66,335.54,315.18,327.94,327.525420833131,92.6812062645785,17.2378630870976,14.1891,5.01437691173241
"RUSSELLWILSON","Russell Wilson","QB","SEA",14,324.84669369821,331.74,319,328.26,NA,NA,342.88,330.14,340.58,307.84,327.154285714286,324.84669369821,106.987434187434,12.1306428204813,17.1304,4.6909713151141
"PHILIPRIVERS","Philip Rivers","QB","SD",15,320.811862219307,323.18,335.44,324.18,NA,NA,306.6,321.26,334.02,316.95,321.955714285714,320.811862219307,104.835671442852,9.88392803157394,15.3065,4.22485374802023
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",16,317.203457007928,340.84,334.74,295.76,NA,NA,322.84,311.68,323.96,284.74,315.68,317.203457007928,113.424953652206,20.3426144314039,15.2304,5.5048668393996
"ANDYDALTON","Andy Dalton","QB","CIN",17,304.741993454142,321.26,313.22,300.18,NA,NA,305.16,294.6,322.2,298.6,306.777142857143,304.741993454142,130.276923076923,11.1188060338801,15.6478,4.41237179396677
"ALEXSMITH","Alex Smith","QB","KC",18,299.571678087854,308.96,288.66,255.58,NA,NA,312.04,318.06,319.74,307.52,300.888571428571,299.571678087854,147.9,22.669459211732,18.3,6.11024348947171
"CARSONPALMER","Carson Palmer","QB","ARI",19,289.357667373867,318.84,321.68,273.94,NA,NA,274.62,271.7,323.3,258.3,290.491428571429,289.357667373867,140,28.1561452312939,14.5,6.39118408373675
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",20,283.520134622419,303.98,310.76,277.78,NA,NA,264.64,278.9,315.82,294.54,290.934285714286,283.520134622419,141.4,19.1086951038376,11.11195,4.92513200727895
"SAMBRADFORD","Sam Bradford","QB","STL",21,276.281535343662,300.22,318.86,225.94,NA,NA,297.2,253.5,293.7,252.56,277.205714285714,276.281535343662,164.4,33.5006879815638,18.3,7.44403724777289
"JOEFLACCO","Joe Flacco","QB","BAL",22,272.869715836755,296.22,277.16,264.3,NA,NA,260.1,270.96,284.3,271.42,274.5,272.869715836755,160.2,12.2952588616991,16,4.59382735795337
"ELIMANNING","Eli Manning","QB","NYG",23,269.3714177218,286.34,278.38,277.18,NA,NA,237.3,265.74,281.86,256.01,268.061428571429,269.3714177218,139.4,17.3455303697962,13.7652,4.98360467347475
"JAMAALCHARLES","Jamaal Charles","RB","KC",24,264.536841136094,293.2,252.9,250.7,261.6,NA,270.6,268.3,243.8,249.5,260.508333333333,264.536841136094,2.07077640786405,15.9534814830046,1.1913,3.50612456496145
"LESEANMCCOY","LeSean McCoy","RB","PHI",25,253.800425004237,280.2,238.8,246.4,257.4,NA,270,259,251.6,230.1,254.954166666667,253.800425004237,1.70389870043319,16.2326335773695,1.00941766901095,3.52160806103441
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",26,243.989041342938,294.92,195.16,205.34,NA,NA,251.5,206.3,320,288.72,251.845714285714,243.989041342938,144.0125,50.5149479055929,18.44455,9.55424464979172
"EJMANUEL","E.J. Manuel","QB","BUF",27,242.374618261575,245.32,227.14,212.72,NA,NA,242.52,253.62,276.12,255.18,243.674285714286,242.374618261575,173.9,20.4646557101099,17.2,5.72447894662192
"MATTFORTE","Matt Forte","RB","CHI",28,241.945482379613,258.8,238.4,240.3,243.1,NA,232.6,230.5,238.7,225.3,239.179166666667,241.945482379613,4.10129956681106,10.0681871683607,1.29197322556544,2.79184671588693
"ADRIANPETERSON","Adrian Peterson","RB","MIN",29,237.811174837943,246.6,218.6,255.4,239.7,NA,244,236.2,252,229.8,239.679166666667,237.811174837943,2.87922359213596,12.0510150728357,1.2913,3.03594885139403
"JAKELOCKER","Jake Locker","QB","TEN",30,232.618609414211,284.92,245.66,194.72,NA,NA,184.32,162.16,303.14,282.02,235.451428571429,232.618609414211,167.3,56.1780238341005,18.7,10.2781485165973
"JOSHMCCOWN","Josh McCown","QB","TB",31,230.509352715737,280.4,283.74,261.3,NA,NA,219.32,197.26,210.34,194.44,234.137142857143,230.509352715737,144.829268292683,38.8402152904631,18.7804,8.15146394647451
"CALVINJOHNSON","Calvin Johnson","WR","DET",32,228.925278987425,231.8,231,238.4,227.4,NA,230.5,219.7,238.7,203.8,228.079166666667,228.925278987425,5.90454848383872,11.3786689530392,1.4413,2.96873449029245
"GENOSMITH","Geno Smith","QB","NYJ",33,224.110654904527,241.74,218.78,183.86,NA,NA,203.14,231.34,216.88,250.58,219.42,224.110654904527,173.2,22.8481784206719,15,5.78947858763904
"EDDIELACY","Eddie Lacy","RB","GB",34,221.100909908158,244.9,195.9,218.1,220.6,NA,242.7,206.6,234.6,223.1,222.8875,221.100909908158,6.0240253248917,17.048790279665,1.4413,3.66697220597328
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",35,219.674890047265,214,224.6,218,219.7,NA,233,222.9,218.3,196.4,218.879166666667,219.674890047265,9.92989003665445,10.5360520526971,2.0413,2.92729418590225
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",36,209.725370318349,238.2,192,195.4,208.8,NA,211.6,212.6,206.9,195.3,206.75,209.725370318349,14.2311562812396,14.7492372684149,3.0413,3.54999051413722
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",37,208.825566173775,202.3,185.4,234.4,203.8,NA,225.4,206.6,231.2,204.9,210.883333333333,208.825566173775,10.0448017327557,16.8942932038349,2.8413,3.79336576042701
"MONTEEBALL","Montee Ball","RB","DEN",38,205.074810893865,235.8,194.1,187.6,211.1,NA,222.7,210.1,213.8,190.7,207.2375,205.074810893865,13.3928357214262,16.668185049883,3.6826,3.85290838228648
"DEZBRYANT","Dez Bryant","WR","DAL",39,204.849928385825,199.5,205.3,205.5,197.8,NA,220.5,194.6,215.1,206.9,205.35,204.849928385825,13.00973008997,8.72664229324691,2.6826,2.77108962921244
"JULIOJONES","Julio Jones","WR","ATL",40,198.999030157372,194.2,201.3,194.6,197.7,NA,208.7,208.1,202.6,192.82,200.399166666667,198.999030157372,14.8084471842719,6.20359745861797,3.6326,2.55907051565811
"LEVEONBELL","Le'Veon Bell","RB","PIT",41,198.625171500076,205.3,187.5,197.1,201.8,NA,185.3,205.6,213.6,180,196.558333333333,198.625171500076,17.8344218593802,11.6961226786609,5.3326,3.41201847414479
"AJGREEN","A.J. Green","WR","CIN",42,198.25,193.4,194.8,199.6,196.6,NA,204.7,190.7,216.3,181.8,197.304166666667,198.25,15.0227257580806,10.1894816214705,3.2326,3.00835739015346
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",43,195.475,188.3,195.8,195,192.6,NA,206,177.4,203,190.8,194.470833333333,195.475,15.8948017327557,8.85025221593793,2.2913,2.74566680258958
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",44,194.908667095721,240.84,115.52,196.6,NA,NA,208.02,183,188.32,233.74,194.411428571429,194.908667095721,180,41.3918508197654,18.1,8.39500732788321
"JIMMYGRAHAM","Jimmy Graham","TE","NO",45,194.812061207261,202.9,201.8,189.5,189.5,NA,220,180.6,192.5,184.2,195.325,194.812061207261,9.66494501832722,12.6732282503597,3.9239,3.38602000856952
"DOUGMARTIN","Doug Martin","RB","TB",46,193.880084483972,204.3,180.4,204.8,NA,NA,202.4,194.2,196.2,180.2,193.654285714286,193.880084483972,24.0019493502166,10.5725835919856,5.8739,3.32988726732163
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",47,193.031517749945,231.7,188.4,182.5,199.1,NA,163.4,201.4,213.1,176,193.533333333333,193.031517749945,16.8227090969677,21.6769133279757,4.7239,4.57786040139311
"ARIANFOSTER","Arian Foster","RB","HOU",48,192.697452048176,198,180.6,188.1,NA,NA,176.6,196.9,214.8,193.4,192.434285714286,192.697452048176,17.9019660113296,12.6581613048281,8.5152,3.86106570487291
"MATTSCHAUB","Matt Schaub","QB","OAK",49,192.279751127759,234.12,165.42,151.1,NA,NA,249.66,244.2,207.98,115.87,195.238571428571,192.279751127759,190.9,51.9123467743373,16.1,9.48279520540872
"ZACSTACY","Zac Stacy","RB","STL",50,190.549983163421,205.9,181.7,185.4,NA,NA,184,203.3,187.4,189.7,190.102857142857,190.549983163421,24.5064978340553,9.6157608717593,3.9913,3.01651412201433
"ANDREELLINGTON","Andre Ellington","RB","ARI",51,187.675204994262,196,170,168.4,NA,NA,211,192.1,191.6,186,187.26,187.675204994262,30.3961012995668,14.915396327924,6.3152,3.91051385742348
"JORDYNELSON","Jordy Nelson","WR","GB",52,184.350435595247,187.2,192,188.6,185.3,NA,183.8,169.9,190,168.2,183.1125,184.350435595247,21.1740253248917,9.06685486499354,3.6826,2.91685514485225
"TOBYGERHART","Toby Gerhart","RB","JAC",53,184.125298048504,195.4,174.7,154.4,NA,NA,200.6,218.4,175.5,174.2,183.742857142857,184.125298048504,36.859713428857,21.2757966668589,8.8478,4.95681752486248
"ALFREDMORRIS","Alfred Morris","RB","WAS",54,183.375112988678,206.2,186.1,188.9,NA,NA,172.8,183.6,192.3,175.3,184.92,183.375112988678,19.2565144951683,11.1742049892982,4.7326,3.28542542263326
"ANTONIOBROWN","Antonio Brown","WR","PIT",55,182.175003232918,185.5,171.5,190.2,185.5,NA,181,187.6,189.9,164.86,182.668333333333,182.175003232918,24.2869876707764,9.18491892801922,3.9326,2.95736159893568
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",56,181.425,182.5,169.6,190.9,186.6,NA,181.4,175.4,187.6,175.01,183.864166666667,181.425,25.3571142952349,7.29395627998178,4.2326,2.75566331049854
"RANDALLCOBB","Randall Cobb","WR","GB",57,170.974986474609,169.2,157.3,183.6,175.8,NA,165.6,163.1,179.3,161.26,171.689166666667,170.974986474609,29.6149616794402,9.31549707285048,2.6913,2.84450685165177
"FRANKGORE","Frank Gore","RB","SF",58,169.425237363148,171.1,149.1,173.3,NA,NA,196.2,174.8,178.5,161.3,171.305714285714,169.425237363148,45.4461512829057,14.5894776172026,8.9239,4.14134637351628
"VINCENTJACKSON","Vincent Jackson","WR","TB",59,169.424058965316,169.5,161.8,172.7,NA,NA,177.9,160.9,182.2,153,169.211428571429,169.424058965316,34.2941186271243,10.3058929051018,5.4652,3.25459416900562
"REGGIEBUSH","Reggie Bush","RB","DET",60,167.822810974377,180.6,154.5,184,NA,NA,173.3,144.6,192.4,137.5,165.242857142857,167.822810974377,38.8447850716428,21.1598676744445,8.4239,4.89851089300436
"RYANMATHEWS","Ryan Mathews","RB","SD",61,167.552020896949,179.8,167.9,166.1,NA,NA,162,160,183.1,159.1,167.445714285714,167.552020896949,42.1877040986338,9.56999278499007,6.5739,3.27913430080108
"CJSPILLER","C.J. Spiller","RB","BUF",62,167.459436852918,178.3,151.3,167.7,NA,NA,182.6,153,180,160.9,166.617142857143,167.459436852918,33.5558647117627,13.0188873783987,11.3391,4.19880691095227
"ANDREJOHNSON","Andre Johnson","WR","HOU",63,166.650338494087,164.4,157.9,178.7,NA,NA,178,144.9,182.2,150,165.865714285714,166.650338494087,43.9921859380207,14.9004314415005,8.9152,4.17873459384372
"BISHOPSANKEY","Bishop Sankey","RB","TEN",64,164.550046590648,191.3,165,129.6,NA,NA,190.1,191.4,169.6,133.2,166.422857142857,164.550046590648,47.2103965344885,26.6808741914325,9.7826,5.71951509758848
"RASHADJENNINGS","Rashad Jennings","RB","NYG",65,163.175507013784,165.9,150.3,159.8,NA,NA,159.2,188.3,184.5,149.5,164.597142857143,163.175507013784,48.2188603798734,15.4923483417737,12.0391,4.57610659232386
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",66,162.672857148321,274.34,247.38,120.1,NA,NA,145.5,82.7,163.9,124.67,165.007142857143,162.672857148321,186.5,70.1630574006687,23.7,12.5196653570617
"RAYRICE","Ray Rice","RB","BAL",67,161.971113910526,169.3,152.3,165.1,NA,NA,144.5,184.3,161.5,146.1,160.142857142857,161.971113910526,61.0039320226591,14.1221878785191,14.0478,4.61602532376653
"JOIQUEBELL","Joique Bell","RB","DET",68,161.550082376204,185,155.2,164.9,NA,NA,151.3,170.2,166.3,144.1,161.314285714286,161.550082376204,54.6415194935022,13.5584800384254,10.4978,4.17786782027214
"TRENTRICHARDSON","Trent Richardson","RB","IND",69,161.000197776731,172,143.3,173.3,NA,NA,169.3,177.4,159.2,144.2,161.671428571429,161.000197776731,62.580523158947,14.0792654029148,13.8565,4.59086926050464
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",70,160.937178067739,175.1,164.1,154.8,NA,NA,157.5,146.4,175.8,155.12,161.975428571429,160.937178067739,42.4675441519494,10.9955384891631,9.8804,3.79812891174345
"CHADHENNE","Chad Henne","QB","JAC",71,159.60624611643,219.74,79.6,147.3,NA,NA,167.54,157.64,173.58,183.29,160.635714285714,159.60624611643,191.2,42.7644542537263,23.2,9.09377437340033
"CHRISJOHNSON","Chris Johnson","RB","NYJ",72,159.052909472184,164,147.1,161.2,NA,NA,178,175.9,163.4,141.3,160.602857142857,159.052909472184,55.8208263912029,13.5704160023262,12.5304,4.39046503841636
"MICHAELCRABTREE","Michael Crabtree","WR","SF",73,156.700325379119,171.4,168.5,141.5,NA,NA,161.6,151.6,170,127.48,155.924571428571,156.700325379119,47.1526157947351,16.6521744611842,12.8717,4.8054141245177
"PIERREGARCON","Pierre Garcon","WR","WAS",74,156.535619533685,167.6,154.3,150.8,NA,NA,158.2,142,178.9,147.35,157.098571428571,156.535619533685,37.2143118960347,12.6310416944017,5.5326,3.5479216507265
"KEENANALLEN","Keenan Allen","WR","SD",75,156.303804326021,159.3,152.9,152.5,NA,NA,160.2,160.9,176.9,151.1,158.622857142857,156.303804326021,35.0071309563479,8.82542323280279,4.1413,2.93476989037523
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",76,156.30029881332,131.5,135.9,139.8,NA,NA,176.6,159.6,177.6,139.07,156.625428571429,156.30029881332,53.2805064978341,19.6280347365458,8.3152,4.69858512429921
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",77,155.70250288596,161.4,162.3,140,140,NA,197.1,121.7,147.3,166,154.590833333333,155.70250288596,35.1753248917028,22.6893146657188,10.0652,5.25733493135924
"JULIUSTHOMAS","Julius Thomas","TE","DEN",78,155.599996787957,157.1,158.3,164.3,164.3,NA,169.5,155.5,146.8,128,155.416666666667,155.599996787957,33.9220926357881,13.0560057335422,8.4978,3.90825025078584
"BENTATE","Ben Tate","RB","CLE",79,155.224870834694,166.7,140.6,175.7,NA,NA,174.6,142.2,158.9,124.6,153.38,155.224870834694,56.8467677440853,19.4066017240575,10.3739,4.88515552838896
"VICTORCRUZ","Victor Cruz","WR","NYG",80,154.850120934632,152.3,143.1,146.2,NA,NA,177.9,164.6,178.2,151.5,159.371428571429,154.850120934632,38.1447517494169,14.5768570653883,8.2652,4.07137267164751
"RODDYWHITE","Roddy White","WR","ATL",81,154.647637253403,160.1,145.6,142.4,NA,NA,161.6,159.9,168.1,147.3,154.548571428571,154.647637253403,46.9051649450183,9.76046446982247,9.6978,3.62707099198294
"WESWELKER","Wes Welker","WR","DEN",82,149.364290191794,155.3,143.8,135.8,NA,NA,160.3,144.7,167.6,142.8,149.694285714286,149.364290191794,47.198683772076,11.2837430466516,11.3978,3.99123263541898
"MICHAELFLOYD","Michael Floyd","WR","ARI",83,146.25,155.8,149.8,137.6,NA,NA,134.7,159.7,153.4,142.5,147.54,146.25,54.9447184271909,9.52660435182391,7.6652,3.38714529081596
"SHANEVEREEN","Shane Vereen","RB","NE",84,145.321091245192,180.6,159.4,148.3,NA,NA,110.5,138,161.6,136,147.228571428571,145.321091245192,54.4071809396868,22.4635047937549,8.5152,5.06852851647527
"TORREYSMITH","Torrey Smith","WR","BAL",85,144.562961190081,137.3,140.5,142.8,NA,NA,168,147.8,151.9,137.7,146.72,144.562961190081,59.5077807397534,10.8384676477988,10.8804,3.88265728369357
"DESEANJACKSON","DeSean Jackson","WR","WAS",86,144.532377044468,136.6,141.3,147.7,NA,NA,152.6,132.2,155.9,141.83,144.363142857143,144.532377044468,54.838937020993,8.51720303967492,7.8739,3.28452202962466
"PERCYHARVIN","Percy Harvin","WR","SEA",87,144.024934607867,132.8,113.8,129.7,NA,NA,132.9,169.2,157.2,131,142.708571428571,144.024934607867,50.3994001999334,18.7020879914007,9.8152,4.7403668448553
"MIKEWALLACE","Mike Wallace","WR","MIA",88,140.175300407678,132.4,134.7,131.7,NA,NA,133.3,139.5,153.4,147.41,139.750571428571,140.175300407678,66.0642452515828,8.42732036720027,9.4652,3.43874286391736
"LAMARMILLER","Lamar Miller","RB","MIA",89,140.000209053056,156.6,134.4,84.1,NA,NA,148,122.7,150.5,147.4,134.34,140.000209053056,74.0077474175275,25.0725233786196,12.8478,5.8398415622261
"PIERRETHOMAS","Pierre Thomas","RB","NO",90,138.375146924521,149.7,132.5,120.9,NA,NA,148.6,137.1,140.3,128.4,136.471428571429,138.375146924521,80.6403198933689,10.4868852336984,10.9652,3.84817047558754
"FREDJACKSON","Fred Jackson","RB","BUF",91,138.01029354235,149.9,134.2,114.9,NA,NA,168,132.4,146.6,122.6,137.782857142857,138.01029354235,93.5032989003665,17.9405234302788,14.013,5.0826132450643
"VERNONDAVIS","Vernon Davis","TE","SF",92,137.421958824085,126.2,151.5,149.5,149.5,NA,152.5,125.7,133.9,101.7,136.170833333333,137.421958824085,59.0233588803732,17.9652392533072,9.6152,4.6288547051213
"STEVANRIDLEY","Stevan Ridley","RB","NE",93,136.175084846678,170,128.2,164.7,NA,NA,131.8,141.5,130.4,131.64,141.377142857143,136.175084846678,71.0675274908364,17.480185789576,12.8891,4.90918555896033
"STEVENJACKSON","Steven Jackson","RB","ATL",94,136.071401187488,148.9,115.4,151.8,NA,NA,78,122,148.5,149,130.097142857143,136.071401187488,75.3591302899034,27.4317594873429,14.8565,6.33901066826972
"MARQUESCOLSTON","Marques Colston","WR","NO",95,135.975297607784,128.5,133.8,126.7,NA,NA,133.5,148.7,138.7,139.6,135.294285714286,135.975297607784,74.6512662445851,7.46633715259299,11.0565,3.48569346224334
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",96,135.875288832477,132.6,134.7,129.5,NA,NA,164.4,156,141.7,115,138.871428571429,135.875288832477,66.7428857047651,16.6685046605581,12.2978,4.74781374200159
"TYHILTON","T.Y. Hilton","WR","IND",97,135.69470801435,126.5,126.9,141.3,NA,NA,127.3,148.8,150.3,136.56,137.166285714286,135.69470801435,62.9012662445851,10.3352720147584,12.1065,3.94804783334951
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",98,135.602771350117,148.8,131.1,123.9,NA,NA,128.5,139.4,152,124.4,134.9,135.602771350117,83.9350216594468,11.4779291312875,13.2565,4.20820964583037
"JULIANEDELMAN","Julian Edelman","WR","NE",99,135.512110522866,140.4,129.1,138.9,NA,NA,123.1,130.6,150.6,138.67,136.816857142857,135.512110522866,75.6532489170277,9.04785609965145,12.3978,3.81976863519469
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",100,133.29186390436,141.8,150.6,129,NA,NA,126.3,120.5,146.9,133.02,135.486857142857,133.29186390436,77.0091302899034,11.2225945561367,12.1978,4.06679908646341
"ERICDECKER","Eric Decker","WR","NYJ",101,132.925407400283,124.5,130.8,130.7,NA,NA,166.2,119.7,150.3,135.8,137.177142857143,132.925407400283,85.5214261912696,16.1477405171598,10.4978,4.49671802079333
"KENDALLWRIGHT","Kendall Wright","WR","TEN",102,130.920464605095,136.5,128.8,129.9,NA,NA,121.8,126.5,152,138.99,133.303714285714,130.920464605095,82.9051649450183,10.0193985657348,10.0478,3.69531171344959
"GOLDENTATE","Golden Tate","WR","DET",103,129.330043337051,146.6,136.5,139.1,NA,NA,117.4,102.5,137.3,122.27,129.139714285714,129.330043337051,81.6149783405531,15.3772570159094,13.2891,4.691772112552
"JORDANCAMERON","Jordan Cameron","TE","CLE",104,128.850000015079,108.4,134,129.9,129.9,NA,124.9,120.5,130,130.3,126.679166666667,128.850000015079,61.7896534488504,8.19519676395875,13.5391,3.83331682803215
"REGGIEWAYNE","Reggie Wayne","WR","IND",105,127.507084132726,117.3,120.8,134.8,NA,NA,146,111.4,141.8,113.36,127.149142857143,127.507084132726,87.5032655781406,14.1481999528124,14.413,4.65716208113392
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",106,126.83086262946,137.5,131.3,130.7,NA,NA,120,109.5,136,133.56,128.494857142857,126.83086262946,83.8577307564145,10.0718863793281,10.9652,3.79706612783311
"SAMMYWATKINS","Sammy Watkins","WR","BUF",107,126.603541057448,118.3,128.9,129.5,NA,NA,150,112.2,136.7,116.5,127.534285714286,126.603541057448,86.8440686437854,13.1438017258906,11.2065,4.200416040045
"JASONWITTEN","Jason Witten","TE","DAL",108,125.842612859011,128.2,129.3,123.8,123.8,NA,126,110.4,131.8,121.8,124.429166666667,125.842612859011,75.0109963345551,6.53833475959831,7.5739,3.0096763868713
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",109,125.766303980096,130.4,121.2,126.4,NA,NA,150.8,124.2,139.1,91.1,125.451428571429,125.766303980096,112.697630747631,18.4853738836694,13.0391,5.04854837496124
"DANNYWOODHEAD","Danny Woodhead","RB","SD",110,125.361538359738,135.5,108.9,127.9,NA,NA,125,115.1,137,120.6,123.96,125.361538359738,104.120109963346,10.2929471923624,14.3217,4.17292996842474
"DENNISPITTA","Dennis Pitta","TE","BAL",111,122.528518102914,128.8,120.8,128,128,NA,130.5,104.5,129.2,101.9,121.5875,122.528518102914,97.302649116961,11.6601810204032,15.2043,4.4329719100163
"DWAYNEBOWE","Dwayne Bowe","WR","KC",112,118.45,110.2,101.7,103.3,NA,NA,120.6,124.4,142.8,119.7,118.122857142857,118.45,105.447934021993,14.1816447430842,12.0391,4.41470216480552
"GREGOLSEN","Greg Olsen","TE","CAR",113,117.565737348421,106.7,116.1,114.2,114.2,NA,115.1,117.4,125.1,121.3,116.220833333333,117.565737348421,83.1708263912029,5.42611081451795,12.9717,3.43338613823685
"JORDANREED","Jordan Reed","TE","WAS",114,117.474611744432,118.5,115.5,104.9,104.9,NA,142.5,120.5,129,102.9,118.104166666667,117.474611744432,80.0227257580806,13.6367085995328,8.6239,3.99285802785995
"RUEBENRANDLE","Rueben Randle","WR","NYG",115,116.499993020083,120.2,128,97.5,NA,NA,109,108.7,127,128.1,116.557142857143,116.499993020083,109.244168610463,12.0246572072713,15.5804,4.51692046045466
"CECILSHORTS","Cecil Shorts","WR","JAC",116,116.134649784694,98.2,104.2,118.2,NA,NA,138,118,121.5,117.8,116.557142857143,116.134649784694,110.309630123292,12.7817392064952,15.0978,4.56002211942981
"BERNARDPIERCE","Bernard Pierce","RB","BAL",117,115.99999852903,141.2,107.5,81.6,NA,NA,117,92.3,132.5,115.1,112.391428571429,115.99999852903,96.5363712095968,20.970364576616,11.7239,5.21794783067014
"MATTCASSEL","Matt Cassel","QB","MIN",118,114.831334011059,49.76,50.54,134.28,NA,NA,109,159.9,173.92,156.52,118.591428571429,114.831334011059,199.8,51.4960734517922,36.6,11.5608812360013
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",119,114.500220177924,110.8,118.7,105.6,105.6,NA,137.5,110.5,114.2,99.3,112.9,114.500220177924,100.018827057647,11.600954394236,15.8456,4.49229076148852
"RILEYCOOPER","Riley Cooper","WR","PHI",120,113.75037279736,108.3,114.6,111.6,NA,NA,111.2,NA,140.5,96.2,114.511666666667,113.75037279736,104.160446517827,14.5952960458727,16.0891,4.88631650462281
"TERRANCEWEST","Terrance West","RB","CLE",121,112.724725507174,151.9,126.5,89.7,NA,NA,88.1,100.2,130.9,104,112.922857142857,112.724725507174,98.5512995668111,23.8872251174037,17.1891,6.14481340779076
"BRIANHARTLINE","Brian Hartline","WR","MIA",122,112.499763141538,97.6,NA,90.6,NA,NA,108.5,126,127.8,115.6,110.6,112.499763141538,125.4,15.0357462956338,16.9,5.0247836927366
"BRANDINCOOKS","Brandin Cooks","WR","NO",123,112.26374349526,121.5,126.3,91.8,NA,NA,106.1,87.7,150.6,114.09,114.200857142857,112.26374349526,97.6129623458847,21.5794923590939,17.1304,5.8545342686389
"MIKEEVANS","Mike Evans","WR","TB",124,111.939360276775,117.5,122,102.2,NA,NA,100,86.6,126.6,115.2,109.871428571429,111.939360276775,101.289620126624,14.2082638596263,11.6065,4.37304570990434
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",125,110.225181450066,100.2,101.2,121,NA,NA,112.2,105.7,130.7,118.8,112.611428571429,110.225181450066,119.45,11.3117511591139,12.0391,4.06129386454416
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",126,110.075185567312,117.8,120.5,93.1,NA,NA,109.1,108.4,110,116.5,110.697142857143,110.075185567312,111.581189603466,9.11184472462708,17.6217,4.3702580412126
